Info,Course Title,Course Description,Credits,Course Number
"Course Chair:     Andrea Pejrolo  
Semesters Offered:     Spring Only  
Required of:     None  
Electable by:     All  
Prerequisites:     PW-161 or CW-191  
Department Code:     CWP  
",Music Preparation,"Building on the content of AR-203, this course provides in-depth study of the capabilities of the software program Finale. Course content includes using Metatools, Hyperscribe, Shape Designer, a broader range of editing tools, and practical shortcuts to efficiently create scores and parts of professional quality. Instruction and project work is accomplished in the Professional Writing Division MIDI Lab.",2 credit(s),CW-205
"Course Chair:     Andrea Pejrolo  
Semesters Offered:     Fall, Spring, Summer  
Required of:     CWPR majors  
Electable by:     All  
Prerequisites:     AR-112, HR-211, and either ET-211 or ET-231  
Department Code:     CWP  
",Vocal Writing,"Conceptualizing, writing, and producing vocals; contemporary writing and production techniques for vocal groups of different sizes; working with vocals in live situations versus the recording studio environment; writing background vocals above a band versus a cappella vocal writing. Creating vocal band effects will also be explored. Range considerations, timbre, vocal production, and notation for various size vocal groups; writing and production techniques and considerations for recording studio situations.",2 credit(s),CW-216
"Course Chair:     Andrea Pejrolo  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     AR-112  
Department Code:     CWP  
",Writing in Salsa Styles,"A study of rhythmic styles of contemporary salsa music, including characteristics of instrumentation and the unique clave rhythmic pattern. Specific rhythmic styles analyzed will include mambo, son montuno, guajiro, bomba, merengue, and songo, among others. Musical scores of Eddie Palmieri, Juan Luis Guerra, Oscar D'Len, Arturo Sandoval, Paquito D'Rivera, and many others will be analyzed. Students will create melodies as well as piano, guitar, bass, and percussion rhythmic patterns; they will write brass instrumental sections using the clave rhythmic pattern.",2 credit(s),CW-225
"Course Chair:     Andrea Pejrolo  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     AR-112  
Department Code:     CWP  
",Writing for Woodwinds,"A study of the flute, clarinet, and double reed families based on intensive listening, transcription, live demonstration, and composition. Compositions will include: visual imagery, storytelling, non-Western based concepts and forms, sound exchange, layering sound, and techniques for composition that include improvisation.",2 credit(s),CW-247
"Course Chair:     Andrea Pejrolo  
Semesters Offered:     Spring Only  
Required of:     None  
Electable by:     All  
Prerequisites:     AR-112  
Department Code:     CWP  
",Musical Theater Arranging and Orchestration,"Study of orchestration in musical theater and the role of the orchestra in a theater piece. Students will arrange and orchestrate songs with a focus on supporting a vocalist, telling the story, and creating a theatrical sound. The class will explore how orchestration can be used as a dramatic element to establish a period, create a mood, and support the narrative. Written projects focus on typical instruments and ensembles used in various theatrical situations. Listening will include songs from a wide variety of musical theater recordings, with examples of piano scores and individual parts from shows.",2 credit(s),CW-257
"Course Chair:     Andrea Pejrolo  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     MTEC-111  
Department Code:     CWP  
",Hip-Hop Writing and Production,"An introduction to writing and production techniques in hip-hop styles. Topics include the social and cultural aspects of hip-hop music as it pertains to the music's origins and early pioneers, the analysis of stylistic and musical characteristics, and instruction in the use of sequencing software in hip-hop production.",2 credit(s),CW-141
"Course Chair:     Andrea Pejrolo  
Semesters Offered:     Fall, Spring, Summer  
Required of:     CWPR majors  
Electable by:     CWPR majors  
Prerequisites:     AR-111 and MTEC-111  
Department Code:     CWP  
",Sequencing and Production Techniques,"The course covers the necessary tools, techniques, and applications of MIDI sequencing and digital audio for writing and production. Main topics include the MIDI standard and its applications, set up and use of digital audio workstations (DAWs), integration of MIDI and audio tracks/sources, use of software synthesizers, basic mixing techniques, audio theory, equipment, and techniques. Through practical examples, activities, and projects the student will learn how to effectively use a DAW to write and produce music. Emphasis is on technological needs of the contemporary writer.",2 credit(s),CW-191
"Course Chair:     Andrea Pejrolo  
Semesters Offered:     Fall, Spring, Summer  
Required of:     CWPR majors  
Electable by:     All  
Prerequisites:     AR-112, CW-171, and CW-216  
Department Code:     CWP  
",Advanced Ensemble Writing,"Instruction in advanced small group writing concepts that encompasses sophisticated rhythm section scoring and groove writing, including writing for auxiliary percussion; an introduction to writing for voices and strings; background writing for horns, strings, and voices; manipulation of elements of large-scale form and structure; creation of complex, layered textures; and hybrid writing techniques involving sequencing and live players. In addition, the course will focus heavily on score and part preparation.",2 credit(s),CW-211
"Course Chair:     Andrea Pejrolo  
Semesters Offered:     Fall, Spring, Summer  
Required of:     None  
Electable by:     All  
Prerequisites:     AR-111 and HR-211  
Department Code:     CWP  
",Jingle Writing,"Composition of music for radio and television commercials. Emphasis on means of creating suitable product image. Working with, and alteration of, given lyrics. Some lyric writing. Determining proper instrumentations. Timing considerations.",2 credit(s),CW-218
"Course Chair:     Andrea Pejrolo  
Semesters Offered:     Fall, Spring  
Required of:     None  
Electable by:     All  
Prerequisites:     AR-112  
Department Code:     CWP  
",Scoring for Percussion,"Survey of the mallet, membrane, and accessory groups of the percussion instrument family. Demonstration and discussion of notation, range, techniques, and effects. Scores from Broadway shows and studio, orchestral, chamber, and solo pieces.",2 credit(s),CW-237
