category,dates,description,title,avail seats,section,section status,days,times,credits,requires consent,instructor,room
Chinese,01/19/2017 - 05/04/2017, 4 sem. hrs. Prereq.: CHIN 101 or placement by the department. Continuation of CHIN 101. An additional 80 Chinese characters will be introduced. Inglis. , CHIN 102 - Elementary Chinese II ,10,01,Open,"Tuesday, Thursday",08:00AM-09:20AM,4.00,No,Alister Inglis,N/A
Chinese,01/19/2017 - 05/04/2017, 4 sem. hrs. Prereq.: CHIN 201 or placement by the department. Continuation of CHIN 201. There will be more opportunities to practice speaking in class than in Elementary Chinese. An additional 80 Chinese characters will be introduced. Inglis. , CHIN 202 - Intermediate Chinese II ,14,01,Open,"Tuesday, Thursday",09:30AM-10:50AM,4.00,No,Alister Inglis,N/A
Chinese,01/19/2017 - 05/08/2017," 4 sem hrs. Introduces the art of Chinese brush writing along with the four treasures of the studio. Explores the history and aesthetics of Chinese calligraphy, as well as basic knowledge about Chinese characters. Guides students in the practical use of the brush through studio work from simple exercises to exhibition pieces. A knowledge of Chinese is not necessary. Inglis. ", CHIN 260 - Chinese Calligraphy ,12,01,Open,"Monday, Thursday",12:30PM-01:50PM,4.00,No,Alister Inglis,N/A
Chinese,01/19/2017 - 05/08/2017, , CHIN 325 - Masterworks of Chinese Modern Literature ,12,01,Open,"Monday, Thursday",11:00AM-12:20PM,4.00,No,Alister Inglis,N/A
Children's Lit.,01/18/2017 - 05/09/2017," This required orientation course introduces all Library and Information Science, Children's Literature, and Writing for Children students to the full range of academic, administrative, and social expectations for students, and the environment in which they must meet those expectations. Intended for and appropriate to both online and face-to-face students, this course describes program requirements; college, school, and program policy; and offers information about the full range of resources available to the students in support of their program. It also offers basic tutorial and instruction related to the use of Moodle (the learning management system used in online and face-to-face courses), library resources, and other key tools used to support student learning. ", CHL 400 - Virtual Orientation ,20,OL,Open,N/A,N/A,0.00,No,Cathryn M. Mercier,N/A
Children's Lit.,01/23/2017 - 05/08/2017," 4 sem. hrs. Develops the individual critical voices of students and acquaints them with the literary canon and a variety of literacy perspectives through exposure to many influential schools of literacy criticism. Applies critical skills in the examination of a range of novels (realism and fantasy), short stories, biographies, nonfiction, and translated works published for children. Mercier, Lambert. ", CHL 401 - Criticism of Literature for Children ,9,18,Open,Monday,04:00PM-06:50PM,4.00,No,Megan D. Lambert,N/A
Children's Lit.,01/24/2017 - 05/09/2017," 4 sem. hrs. Explores picturebooks and their histories in detail. Considers medium, technique, and technology to investigate the development of the picturebook as a distinct artistic form. Develops a discerning eye and critical vocabulary essential for appraising text and illustration. Hearn, Bloom, Lambert. ", CHL 403 - The Picturebook ,2,01,Open,Tuesday,03:00PM-05:50PM,4.00,No,Megan D. Lambert,N/A
Children's Lit.,01/23/2017 - 05/08/2017," Studies the adolescents quest for a sense of self as she or he must struggle to affirm identity in ever-expanding Joycian circles of influence. Focuses on fiction published for both young adults and adults, drawing from the work of Brock Cole, Robert Cormier, M.E. Kerr, Chris Lynch, Kyoko Mori, Walter Dean Myers, and Virginia Euwer Wolff, among others. Bloom. ", CHL 413 - Contemporary Realistic Fiction ,0,01,Wlst,Monday,04:30PM-07:20PM,4.00,No,Lauren Elizabeth Rizzuto,N/A
Children's Lit.,02/03/2017 02/04/2017 02/05/2017 03/31/2017 04/01/2017 04/02/2017 04/28/2017 04/29/2017 04/30/2017," Surveys the history of childrens book publishing in the U.S. and then focuses on the various stages of the contemporary childrens book publishing process editing, art direction and design, and marketing. Practioners from each of these areas will share their expertise and involvement in the evolution of a books creation. The final assignment requires that each student will develop a publishing project and show how such a book would be published. Silvey. ", CHL 421 - Children's Book Publishing ,6,18,Open,Friday Saturday Sunday Friday Saturday Sunday Friday Saturday Sunday,04:00PM-07:00PM 10:00AM-12:00PM 09:00AM-12:00PM 04:00PM-07:00PM 10:00AM-12:00PM 09:00AM-12:00PM 04:00PM-07:00PM 10:00AM-12:00PM 09:00AM-12:00PM,4.00,No,TBA,N/A N/A N/A N/A N/A N/A N/A N/A N/A
Children's Lit.,01/18/2017 - 03/01/2017, , CHL 422 - Editing the Children's Book Manuscript ,6,01,Open,Wednesday,03:00PM-05:50PM,2.00,No,TBA,N/A
Children's Lit.,01/18/2017 - 05/03/2017," Explores the writing of a book through various writing exercises and discussion of student work, and literature in the field. Elements of the picture book, such as illustration,design, format, and specific genres will be examined as they relate to the creation of a solid text. Staff. ", CHL 431 - Writing for Children II ,8,01,Open,Wednesday,03:00PM-05:50PM,4.00,No,Anna Maria Staniszewski,N/A
Children's Lit.,01/12/2017 - 01/15/2017," Narrative nonfiction examines nonfiction that is told as story, whether history, such as Jim Murphy's The Plague, or science, such as Phillip Hoose's Moonbird. Biography, as well as some graphic novels and poetry volumes, fall into this area of study. A history of the subgenre, an examination of reader gender preferences, and a discussion of award winners will be included. Books will include those targeted preschool through young adult. ", CHL 436A - Nonfiction: Narrative ,5,01,Open,"Thursday, Friday Saturday, Sunday",05:00PM-08:00PM 09:00AM-04:00PM,2.00,No,Elizabeth Carter,N/A N/A
Children's Lit.,02/15/2017 03/22/2017 04/19/2017 05/15/2017," Prereq.: CHL 441. Provides MFA students individual mentoring from a childrens book author, editor, or critic to develop a single project from its initial conception to submission in manuscript form to a publishing house. Consult with the program director regarding guidelines and deadlines for submitting mentorship proposal. Staff. ", CHL 442 - MFA Mentorship II ,14,01,Open,Wednesday Wednesday Wednesday Monday,01:00PM-02:30PM 01:00PM-02:30PM 01:00PM-02:20PM 05:30PM-06:30PM,4.00,Yes,Megan D. Lambert,N/A N/A N/A N/A
Communications,01/18/2017 - 05/08/2017," 4 sem. hrs. Serves as an introduction to communication arts and theory, and the world of still and moving pictures. Involves the analysis of media from the point of view of the audience, and the production of media from the point of view of the communicator. Numerous screenings supplement examples and exercises in film, animation, multimedia, and the graphic arts. The atmosphere of the classroom is a media environment: a comfortable theater supported by light and sound. White. ", COMM 120 - Communications Media ,44,01,Open,"Monday, Wednesday, Friday",10:00AM-10:50AM,4.00,No,Bob White,N/A
Communications,01/24/2017 - 05/02/2017," 4 sem. hrs. Introduces the concepts of visual culture and visual literacy with an emphasis on how we perceive and analyze images. From the perspective of consumer and producer of images, the visual experience is deconstructed to illuminate meaning-making practices. Utilizes a variety of theoretical perspectives and approaches to twodimensional images in print and on the screen. Grabiner, Richland. ", COMM 121 - Visual Communication ,0,02,Wlst,Tuesday,11:00AM-01:50PM,4.00,No,Briana L. Martino,N/A
Communications,01/19/2017 - 05/08/2017," 4 sem. hrs. Introduces students to the fundamental skills of information gathering, writing, and copy editing for the mass media. Covers AP and other writing styles that students will eventually be expected to master to gain recognition as competent communicators. Includes news stories, press releases, web content, opinion articles, and memos. Connell, Porter. ", COMM 122 - Media Writing Bootcamp ,1,02,Open,"Monday, Thursday",12:30PM-01:50PM,4.00,No,James Corcoran,N/A
Communications,01/19/2017 - 05/08/2017," 4 sem. hrs. Explores how and why the media reflect, affect, create, and mold public opinions, ideas, and values. Examines issues related to the media and society and the content of print and nonprint media in terms of the written and visual messages they convey. Corcoran, Fine. "," COMM 124 - Media, Messages & Society ",11,03,Open,"Monday, Thursday",12:30PM-01:50PM,4.00,No,Rachel Gans-Boriskin,N/A
Communications,01/24/2017 - 05/02/2017," 4 sem. hrs. Like a poem, the art photograph often uses metaphor, allusion, rhythm and profound attention to details. In this course, students will learn to create artful photographs, and acquire the skills and craft of using a 35mm camera, developing black and white film and making prints in the darkroom. Bresler, Sills. ", COMM 138 - The Poetry of Photography ,12,01,Clsd,Tuesday,11:00AM-01:50PM,4.00,No,Jaclyn R. Kain,N/A
Communications,01/22/2017 - 05/07/2017, , COMM 138L - Photography Lab ,8,03,Open,Sunday,04:00PM-06:50PM,0.00,No,TBA,N/A
Communications,01/18/2017 - 05/03/2017," 4 sem. hrs. Teaches the art and craft of contemporary color photography with emphasis on using the medium as a means of personal expression. Hands on demonstration demystify how manual and digital cameras work, Students learn effective Photoshop and Camera Raw to produce color prints with impact. Bresler. ", COMM 139 - Color Photography CSI ,10,02,Open,Wednesday,12:00PM-02:50PM,4.00,No,Edith Bresler,N/A
Communications,01/19/2017 - 05/04/2017, , COMM 139L - CSI Digital Lab ,7,05,Open,Thursday,03:00PM-05:50PM,0.00,No,TBA,N/A
Communications,01/24/2017 - 05/02/2017," 4 sem. hrs. Involves preparation and presentation of speeches and consideration of the impact of information and communication on listeners. Provides extensive practice in discussion about present-day problems and topics. Emphasizes rhetorical analysis, persuasion, and ethical issues in public speaking. Abrams, Fine. ", COMM 181 - Public Speaking & Group Discussion ,3,01,Open,Tuesday,11:00AM-01:50PM,4.00,No,Rachel Gans-Boriskin,N/A
Communications,01/19/2017 - 05/04/2017," 4 sem. hrs. Explores the nature and role of communications in marketing and the integration of public relations, advertising, direct marketing, sales promotion, personal selling, and new media in the marketing communications plan. Analyzes marketing communications materials in various media and considers the economic and social implications of promotion. Includes a field assignment. Abrams, Fine ", COMM 186 - Intro to Public Relations & Marcomm Marketing Communications ,0,BL,Clsd,"Tuesday, Thursday",09:30AM-10:50AM,4.00,No,Jo O'Connor,N/A
Communications,01/20/2017 - 05/05/2017," 4 sem. hrs. Prereq.:COMM 121 or consent of the instructor. Addresses formal principles, process, and production of 2D design. Complements design lectures, demonstrations, and student presentations with studio projects and critiques. Provides tools to develop conceptual skills; master mechanical tools; utilize design-driven software applications; prepare visual, written, and oral presentations; and learn the process and techniques needed to achieve quality design. Involves lecture/lab. Aronson, Richland. ", COMM 210 - Introduction to Graphic Design Principles and Practices ,4,01,Open,"Tuesday, Friday",12:30PM-02:50PM,4.00,No,Judith L. Aronson,N/A
Communications,01/19/2017 - 05/04/2017," 4 sem. hrs. Explores the working methods and production of narrative, personal, documentary, and music video filmmaking. Examines historical examples from Maya Deren to the present, and requires students to plan, shoot, and edit their own short pieces. A course for women who want to make 201 movies, it teaches the variety of conditions that lead to the creation of professional productions. White. ", COMM 220 - Video Production ,3,01,Open,"Tuesday, Thursday",09:30AM-10:50AM,4.00,No,Bob White,N/A
Communications,01/20/2017 - 05/05/2017," 4 sem. hrs. Introduces the technology of three-dimensional computer animation, grounded in the history of traditional animation, applied creatively to individual projects. White. ", COMM 222 - Animation ,14,01,Open,"Tuesday, Friday",12:30PM-01:50PM,4.00,No,Bob White,N/A
Communications,01/23/2017 - 05/08/2017," Prereq: ART 139. Students will refine creative and technical skills with a camera, Photoshop and lighting. Students focus on two long-term projects, honing their ability to produce dynamic color and/or B/W digital prints. Discussions of contemporary issues, visits to galleries and museums complement an emphasis on developing a strong personal style. Bresler. ", COMM 232 - Advanced Digital Sandbox ,8,01,Open,Monday,04:30PM-07:20PM,4.00,No,Edith Bresler,N/A
Communications,01/24/2017 - 05/02/2017," 4 sem. hrs. Prereq.: ART/COMM 138. Emphasizes the making of fine art photographs with attention to the aesthetics of creating photographic images in conjunction with learning advanced exposure and printing technique. Students will work on projects to explore and deepen their ideas. Black and white photography in the traditional darkroom. Sills, Bresler. ", COMM 237 - Advanced Photography Workshop ,11,01,Open,Tuesday,06:00PM-08:50PM,4.00,No,Jaclyn R. Kain,N/A
