description,title,prerequisites,schedule_type,levels,link,department
"This course is designed to expand on what is covered in ASL 201 Advanced American Sign Language I.The goals are to further refine and solidify competence in and performance of all ASL variations addressed in preceding ASL courses.Receptive and expressive abilities are enhanced through exposure to selected stylistic, regional, social, ethnic, socially restricted, and age-related renditions, as well as additional ASL vocabulary, which will be addressed through text analysis.Includes information on Deaf Culture. Taught primarily in ASL.",ASL 202 - Advanced American Sign Language II,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=ASL&crse_numb_in=202,Deaf Studies
"This course provides an analysis of specific aspects of phonology, morphology, syntax, lexicology, and discourse in American Sign Language. Concepts of language variation, dialect, creolization, and bilingualism are studied. Taught primarily in ASL.",ASL 203 - American Sign Language Linguistics,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=ASL&crse_numb_in=203,Deaf Studies
"This course will cover representative fiction and nonfiction, poetry, and drama depicted in readings and videotapes related to everyday lives of Deaf people. Students will develop insight and appreciation of Deaf Literature and ASL folklore and their implications for education. This course is taught in ASL.",ASL 205 - Deaf Literature & ASL Folklore,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=ASL&crse_numb_in=205,Deaf Studies
This course will provide students with the necessary background knowledge of the automobile and its sub-systems to allow further instruction of specific topics covered in higher level automotive courses.Curriculum is based on National Automotive Technicians Education Foundation (NATEF) standards. Students will be required to purchase special equipment/tools prior to the beginning of class.,AUT 101 - Introduction to Automotive Technology,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=AUT&crse_numb_in=101,Automotive
"This course will provide students with the necessary background knowledge and skill to safely work with all areas of the braking system.Students will become proficient in the following areas:Brake system theory and hydraulics, disc brake system theory and operation, drum brake theory and operation, parking brake theory and operation and anti-lock brake theory and operation.Curriculum is based on National Automotive Technicians Education Foundation (NATEF) standards.Students will be required to purchase related equipment/tools prior to beginning this course.",AUT 102 - Automotive Technology - Brakes,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=AUT&crse_numb_in=102,Automotive
"Limit This course will provide students with the necessary background knowledge required to understand, diagnose and repair steering and suspension systems.Also the student will be able to understand how alignment affects tire wear  along with how to perform alignments.Curriculum is based on National Automotive Technicians Education Foundation (NATEF) standards.Students will be expected to purchase special equipment/tools prior to the beginning of class.","AUT 103 - Steering, Suspension and Alignment",,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=AUT&crse_numb_in=103,Automotive
This course is a basic study of the structure and functioning of the human body. Emphasis will be placed on the interrelationships among the systems. This course introduces the major chemical and biological principles through the study of the human body. Note: This course may be taken alone as a 3 credit biology course OR in conjunction with BIO102 Human Biology Laboratory as a 4 credit biology course.,BIO 101 - Human Biology,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=BIO&crse_numb_in=101,Natural Science
"The concepts studied in the classroom will be reinforced with microscope work, models, charts and related activities/experiments. Investigation at the cellular, tissue and organ levels will be included.",BIO 102 - Human Biology Laboratory,,Lab,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=BIO&crse_numb_in=102,Natural Science
"This course begins with an overview of the basic chemistry needed to understand the biology of nutrition. The primary focus of the course is on eating practices and their effect on the overall health of the human body. Topics covered include the composition and function of the major food groups, vitamins and minerals, product label interpretation, and nutrition's role in disease and wellness. Note: This course may be taken alone as a 3 credit biology course OR in conjunction with BIO104 Human Nutrition & Health Laboratory, as a 4 credit biology course.",BIO 103 - Human Nutrition & Health,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=BIO&crse_numb_in=103,Natural Science
"This course involves the application of those theories and principles of nutrition and health learned in the classroom. Some of the topics investigated include nutrient content of the food groups, menu planning and calculations of nutrient RDA's, water quality testing, and nutrient intake and calorie calculations. Note: this laboratory may be taken in conjunction with BIO103 Human Nutrition and Health, or after having completed and passed BIO103 Human Nutrition and Health.",BIO 104 - Human Nutrition & Health Laboratory,,Lab,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=BIO&crse_numb_in=104,Natural Science
"This course is designed to provide an introduction to the biology of marine animals, including their physiology, ecology and behavior. The readings and lectures will illustrate many basic biological principles through study of the ocean environment and an examination of the plants & animals that live in the sea. We will also read about and discuss the major types of marine habitats including the deep sea, estuaries, and coral reefs. This course will include several field trips where marine biological concepts will be studied outdoors in and around the marine environment. In addition to the standard course fees, students will provide their own transport to local field sites and be required to purchase waterproof footwear. Although it is not required, a previous course in biology will help.",BIO 108 - Marine Biology,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=BIO&crse_numb_in=108,Natural Science
This course focuses on the basic structure and function of the human body and major principles of microbiology. Topics include the anatomy and physiology of the various systems as well as concepts from microbiology that pertain to disease transmission and prevention.,BIO 110 - Introduction to the Human Body,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=BIO&crse_numb_in=110,Natural Science
"This course begins with an overview of the basic chemistry needed to understand introductory biological principles. The main focus of the course includes a study of the fundamental biology common to animals and plants. Emphasis is placed on the biochemistry of the cell, cellular structure and functioning, genetics, ecology and evolution.",BIO 111 - Introductory Biology I,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=BIO&crse_numb_in=111,Natural Science
"This course is a continuation of Introductory Biology I. The primary focus of study involves the taxonomy, structure, function and evolution of the five major kingdoms of organisms on earth.",BIO 112 - Introductory Biology II,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=BIO&crse_numb_in=112,Natural Science
