Category,Description,Title,Section,Openings,Id
BIO,"4 Credits (4 Lecture &  Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture) *15 wks
An Integrated study of the structure and function of the human body including atoms, molecules, cells, tissues, and organs. The skeletal,
muscular, nervous, sensory and endocrine systems are studied. Laboratory experience is correlated with classroom lecture.  Placement at ENG 101 level strongly advised. Prerequisite: BIO 111 with C or better. Safety protocols must be observed in all lab classes. These include: no food, no drink, no open-toe shoes, appropriate clothing. Only registered students may enter labs.",Anatomy & Physiology I and Lab,['95'],12 open seats,131
BIO,"4 Credits (4 Lecture &  Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture) *15 wks
An Integrated study of the structure and function of the human body including atoms, molecules, cells, tissues, and organs. The skeletal,
muscular, nervous, sensory and endocrine systems are studied. Laboratory experience is correlated with classroom lecture.  Placement at ENG 101 level strongly advised. Prerequisite: BIO 111 with C or better. Safety protocols must be observed in all lab classes. These include: no food, no drink, no open-toe shoes, appropriate clothing. Only registered students may enter labs.",Anatomy & Physiology I and Lab,"['F7', '1B']",1 open seats,131
BIO,"4 Credits (4 Lecture &  Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture) *15 wks
An Integrated study of the structure and function of the human body including atoms, molecules, cells, tissues, and organs. The skeletal,
muscular, nervous, sensory and endocrine systems are studied. Laboratory experience is correlated with classroom lecture.  Placement at ENG 101 level strongly advised. Prerequisite: BIO 111 with C or better. Safety protocols must be observed in all lab classes. These include: no food, no drink, no open-toe shoes, appropriate clothing. Only registered students may enter labs.",Anatomy & Physiology I and Lab,"['F7', '1a']",0 open seats,131
BIO,"4 Credits (4 Lecture &  Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture) *15 wks
An Integrated study of the structure and function of the human body including atoms, molecules, cells, tissues, and organs. The skeletal,
muscular, nervous, sensory and endocrine systems are studied. Laboratory experience is correlated with classroom lecture.  Placement at ENG 101 level strongly advised. Prerequisite: BIO 111 with C or better. Safety protocols must be observed in all lab classes. These include: no food, no drink, no open-toe shoes, appropriate clothing. Only registered students may enter labs.",Anatomy & Physiology I and Lab,['HY'],3 open seats,131
BIO,"4 Credits (4 Lecture &  Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture) *15 wks
An Integrated study of the structure and function of the human body including atoms, molecules, cells, tissues, and organs. The skeletal,
muscular, nervous, sensory and endocrine systems are studied. Laboratory experience is correlated with classroom lecture.  Placement at ENG 101 level strongly advised. Prerequisite: BIO 111 with C or better. Safety protocols must be observed in all lab classes. These include: no food, no drink, no open-toe shoes, appropriate clothing. Only registered students may enter labs.",Anatomy & Physiology I and Lab,"['PF7', '1']",7 open seats,131
BIO,"4 Credits (4 Lecture & Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture & Lab) *15 wks
An integrated study of the structure and function of the human body
including the reproductive, cardiovascular, lymphatic, respiratory,
digestive, and urinary systems. Laboratory experience is correlated
with classroom lecture. Prerequisite: BIO 131 and BIO 141 with C or better.
Safety protocols must be observed in all lab classes. These include:
no food, no drink, no open-toe shoes, appropriate clothing. Only
registered students may enter labs.",Anatomy & Physiology II and Lab,['01'],20 open seats,132
BIO,"4 Credits (4 Lecture & Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture & Lab) *15 wks
An integrated study of the structure and function of the human body
including the reproductive, cardiovascular, lymphatic, respiratory,
digestive, and urinary systems. Laboratory experience is correlated
with classroom lecture. Prerequisite: BIO 131 and BIO 141 with C or better.
Safety protocols must be observed in all lab classes. These include:
no food, no drink, no open-toe shoes, appropriate clothing. Only
registered students may enter labs.",Anatomy & Physiology II and Lab,['02'],7 open seats,132
BIO,"4 Credits (4 Lecture & Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture & Lab) *15 wks
An integrated study of the structure and function of the human body
including the reproductive, cardiovascular, lymphatic, respiratory,
digestive, and urinary systems. Laboratory experience is correlated
with classroom lecture. Prerequisite: BIO 131 and BIO 141 with C or better.
Safety protocols must be observed in all lab classes. These include:
no food, no drink, no open-toe shoes, appropriate clothing. Only
registered students may enter labs.",Anatomy & Physiology II and Lab,['03'],23 open seats,132
BIO,"4 Credits (4 Lecture & Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture & Lab) *15 wks
An integrated study of the structure and function of the human body
including the reproductive, cardiovascular, lymphatic, respiratory,
digestive, and urinary systems. Laboratory experience is correlated
with classroom lecture. Prerequisite: BIO 131 and BIO 141 with C or better.
Safety protocols must be observed in all lab classes. These include:
no food, no drink, no open-toe shoes, appropriate clothing. Only
registered students may enter labs.",Anatomy & Physiology II and Lab,['61'],7 open seats,132
BIO,"4 Credits (4 Lecture & Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture & Lab) *15 wks
An integrated study of the structure and function of the human body
including the reproductive, cardiovascular, lymphatic, respiratory,
digestive, and urinary systems. Laboratory experience is correlated
with classroom lecture. Prerequisite: BIO 131 and BIO 141 with C or better.
Safety protocols must be observed in all lab classes. These include:
no food, no drink, no open-toe shoes, appropriate clothing. Only
registered students may enter labs.",Anatomy & Physiology II and Lab,['62'],16 open seats,132
BIO,"4 Credits (4 Lecture & Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture & Lab) *15 wks
An integrated study of the structure and function of the human body
including the reproductive, cardiovascular, lymphatic, respiratory,
digestive, and urinary systems. Laboratory experience is correlated
with classroom lecture. Prerequisite: BIO 131 and BIO 141 with C or better.
Safety protocols must be observed in all lab classes. These include:
no food, no drink, no open-toe shoes, appropriate clothing. Only
registered students may enter labs.",Anatomy & Physiology II and Lab,['63'],8 open seats,132
BIO,"4 Credits (4 Lecture & Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture & Lab) *15 wks
An integrated study of the structure and function of the human body
including the reproductive, cardiovascular, lymphatic, respiratory,
digestive, and urinary systems. Laboratory experience is correlated
with classroom lecture. Prerequisite: BIO 131 and BIO 141 with C or better.
Safety protocols must be observed in all lab classes. These include:
no food, no drink, no open-toe shoes, appropriate clothing. Only
registered students may enter labs.",Anatomy & Physiology II and Lab,['65'],13 open seats,132
BIO,"4 Credits (4 Lecture & Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture & Lab) *15 wks
An integrated study of the structure and function of the human body
including the reproductive, cardiovascular, lymphatic, respiratory,
digestive, and urinary systems. Laboratory experience is correlated
with classroom lecture. Prerequisite: BIO 131 and BIO 141 with C or better.
Safety protocols must be observed in all lab classes. These include:
no food, no drink, no open-toe shoes, appropriate clothing. Only
registered students may enter labs.",Anatomy & Physiology II and Lab,['95'],12 open seats,132
BIO,"4 Credits (4 Lecture & Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture & Lab) *15 wks
An integrated study of the structure and function of the human body
including the reproductive, cardiovascular, lymphatic, respiratory,
digestive, and urinary systems. Laboratory experience is correlated
with classroom lecture. Prerequisite: BIO 131 and BIO 141 with C or better.
Safety protocols must be observed in all lab classes. These include:
no food, no drink, no open-toe shoes, appropriate clothing. Only
registered students may enter labs.",Anatomy & Physiology II and Lab,"['F7', '2a']",0 open seats,132
BIO,"4 Credits (4 Lecture & Lab 0 Clinical)
4 Hours/Week (4 Hrs. Lecture & Lab) *15 wks
An integrated study of the structure and function of the human body
including the reproductive, cardiovascular, lymphatic, respiratory,
digestive, and urinary systems. Laboratory experience is correlated
with classroom lecture. Prerequisite: BIO 131 and BIO 141 with C or better.
Safety protocols must be observed in all lab classes. These include:
no food, no drink, no open-toe shoes, appropriate clothing. Only
registered students may enter labs.",Anatomy & Physiology II and Lab,"['F7', '2b']",1 open seats,132
